Grid,longitude,latitude
1942,395918.9038,3981308.773
1943,399675.6923,3981265.111
1944,403432.4641,3981223.055
1945,407189.22,3981182.604
1946,410945.9605,3981143.759
1947,414702.6863,3981106.519
1948,418459.398,3981070.884
1949,422216.0962,3981036.854
1950,425972.7815,3981004.43
1951,429729.4546,3980973.61
1952,433486.116,3980944.395
1953,437242.7665,3980916.785
1954,440999.4066,3980890.781
1955,444756.0369,3980866.381
1956,448512.6581,3980843.585
1957,452269.2707,3980822.395
1958,456025.8755,3980802.809
1959,459782.4729,3980784.828
1960,463539.0638,3980768.452
1961,467295.6486,3980753.68
1962,471052.228,3980740.513
1963,474808.8026,3980728.951
1964,478565.373,3980718.993
1965,482321.9399,3980710.64
1966,486078.5038,3980703.892
1967,489835.0655,3980698.748
1968,493591.6255,3980695.208
1969,497348.1844,3980693.273
1970,501104.7428,3980692.943
1971,504861.3015,3980694.217
1972,508617.861,3980697.096
1973,257028.3238,3988676.546
1974,260784.1808,3988573.365
1975,264539.9985,3988471.795
1976,268295.7774,3988371.835
1977,272051.5183,3988273.485
1978,275807.2217,3988176.745
1979,279562.8882,3988081.614
1980,283318.5186,3987988.094
1981,287074.1132,3987896.183
1982,290829.6729,3987805.881
1983,294585.1982,3987717.188
1984,298340.6897,3987630.105
1985,302096.148,3987544.63
1986,305851.5738,3987460.764
1987,309606.9676,3987378.507
1988,313362.3302,3987297.858
1989,317117.662,3987218.818
1990,320872.9637,3987141.386
1991,324628.236,3987065.562
1992,328383.4794,3986991.346
1993,332138.6946,3986918.738
1994,335893.8822,3986847.738
1995,339649.0427,3986778.346
1996,343404.1769,3986710.561
1997,347159.2853,3986644.384
1998,350914.3686,3986579.814
1999,354669.4273,3986516.851
2000,358424.4621,3986455.496
2001,362179.4736,3986395.747
2002,365934.4624,3986337.606
2003,369689.4291,3986281.071
2004,373444.3744,3986226.144
2005,377199.2989,3986172.823
2006,380954.2031,3986121.108
2007,384709.0878,3986071.001
2008,388463.9534,3986022.5
2009,392218.8007,3985975.605
2010,395973.6303,3985930.316
2011,399728.4427,3985886.634
2012,403483.2386,3985844.558
2013,407238.0187,3985804.088
2014,410992.7834,3985765.224
2015,414747.5335,3985727.966
2016,418502.2696,3985692.315
2017,422256.9922,3985658.269
2018,426011.702,3985625.829
2019,429766.3997,3985594.994
2020,433521.0857,3985565.766
2021,437275.7609,3985538.143
2022,441030.4257,3985512.126
2023,444785.0808,3985487.714
2024,448539.7268,3985464.908
2025,452294.3643,3985443.707
2026,456048.9939,3985424.112
2027,459803.6164,3985406.123
2028,463558.2322,3985389.739
2029,467312.842,3985374.96
2030,471067.4464,3985361.787
2031,474822.046,3985350.219
2032,478576.6415,3985340.257
2033,482331.2335,3985331.9
2034,486085.8226,3985325.148
2035,489840.4093,3985320.001
2036,493594.9944,3985316.46
2037,497349.5785,3985314.524
2038,501104.1621,3985314.194
2039,504858.7459,3985315.468
2040,508613.3304,3985318.348
2041,257156.3776,3993299.417
2042,260910.2513,3993196.188
2043,264664.086,3993094.57
2044,268417.8821,3992994.562
2045,272171.6403,3992896.166
2046,275925.3613,3992799.38
2047,279679.0456,3992704.205
2048,283432.6938,3992610.64
2049,287186.3066,3992518.686
2050,290939.8845,3992428.341
2051,294693.4282,3992339.607
2052,298446.9383,3992252.482
2053,302200.4154,3992166.967
2054,305953.8601,3992083.062
2055,309707.2731,3992000.766
2056,313460.6549,3991920.079
2057,317214.0061,3991841.001
2058,320967.3274,3991763.533
2059,324720.6194,3991687.673
2060,328473.8826,3991613.422
2061,332227.1178,3991540.78
2062,335980.3255,3991469.746
2063,339733.5063,3991400.321
2064,343486.6609,3991332.504
2065,347239.7898,3991266.296
2066,350992.8937,3991201.695
2067,354745.9732,3991138.703
2068,358499.0289,3991077.318
2069,362252.0614,3991017.542
2070,366005.0713,3990959.373
2071,369758.0593,3990902.812
2072,373511.0259,3990847.858
2073,377263.9718,3990794.512
2074,381016.8976,3990742.773
2075,384769.8039,3990692.642
2076,388522.6913,3990644.118
2077,392275.5604,3990597.201
2078,396028.4119,3990551.891
2079,399781.2463,3990508.188
2080,403534.0643,3990466.092
2081,407286.8665,3990425.603
2082,411039.6535,3990386.721
2083,414792.4259,3990349.445
2084,418545.1843,3990313.777
2085,422297.9294,3990279.715
2086,426050.6618,3990247.259
2087,429803.382,3990216.41
2088,433556.0907,3990187.168
2089,437308.7885,3990159.532
2090,441061.476,3990133.502
2091,444814.1539,3990109.079
2092,448566.8227,3990086.262
2093,452319.4831,3990065.052
2094,456072.1357,3990045.448
2095,459824.7811,3990027.45
2096,463577.4198,3990011.058
2097,467330.0527,3989996.272
2098,471082.6801,3989983.093
2099,474835.3028,3989971.519
2100,478587.9214,3989961.552
2101,482340.5365,3989953.191
2102,486093.1487,3989946.436
2103,489845.7585,3989941.287
2104,493598.3668,3989937.744
2105,497350.974,3989935.808
2106,501103.5807,3989935.477
2107,504856.1876,3989936.752
2108,508608.7954,3989939.634
2109,257284.56,3997922.314
2110,261036.4485,3997819.036
2111,264788.2982,3997717.37
2112,268540.1095,3997617.316
2113,272291.8831,3997518.873
2114,276043.6196,3997422.042
2115,279795.3196,3997326.822
2116,283546.9838,3997233.214
2117,287298.6127,3997141.216
2118,291050.2069,3997050.829
2119,294801.767,3996962.053
2120,298553.2938,3996874.887
2121,302304.7876,3996789.332
2122,306056.2493,3996705.387
2123,309807.6794,3996623.052
2124,313559.0784,3996542.328
2125,317310.4471,3996463.213
2126,321061.7859,3996385.708
2127,324813.0956,3996309.812
2128,328564.3768,3996235.527
2129,332315.6299,3996162.85
2130,336066.8558,3996091.783
2131,339818.0549,3996022.326
2132,343569.2278,3995954.477
2133,347320.3753,3995888.237
2134,351071.4979,3995823.606
2135,354822.5961,3995760.584
2136,358573.6707,3995699.171
2137,362324.7222,3995639.366
2138,366075.7513,3995581.17
2139,369826.7585,3995524.582
2140,373577.7445,3995469.603
2141,377328.7098,3995416.232
2142,381079.6552,3995364.469
2143,384830.5811,3995314.314
2144,388581.4883,3995265.767
2145,392332.3772,3995218.827
2146,396083.2486,3995173.496
2147,399834.1031,3995129.773
2148,403584.9412,3995087.657
2149,407335.7635,3995047.149
2150,411086.5707,3995008.249
2151,414837.3635,3994970.956
2152,418588.1423,3994935.27
2153,422338.9078,3994901.192
2154,426089.6607,3994868.721
2155,429840.4015,3994837.858
2156,433591.1309,3994808.602
2157,437341.8494,3994780.953
2158,441092.5576,3994754.911
2159,444843.2563,3994730.476
2160,448593.946,3994707.649
2161,452344.6273,3994686.428
2162,456095.3007,3994666.815
2163,459845.9671,3994648.808
2164,463596.6268,3994632.409
2165,467347.2807,3994617.616
2166,471097.9292,3994604.43
2167,474848.573,3994592.852
2168,478599.2126,3994582.88
2169,482349.8488,3994574.515
2170,486100.4821,3994567.757
2171,489851.1132,3994562.605
2172,493601.7425,3994559.061
2173,497352.3709,3994557.123
2174,501102.9988,3994556.792
2175,504853.6268,3994558.068
2176,508604.2557,3994560.951
2177,257412.871,4002545.235
2178,261162.7724,4002441.909
2179,264912.635,4002340.196
2180,268662.4595,4002240.095
2181,272412.2465,4002141.606
2182,276161.9966,4002044.73
2183,279911.7104,4001949.466
2184,283661.3885,4001855.813
2185,287411.0315,4001763.772
2186,291160.64,4001673.343
2187,294910.2146,4001584.526
2188,298659.756,4001497.319
2189,302409.2647,4001411.724
2190,306158.7413,4001327.74
2191,309908.1865,4001245.367
2192,313657.6008,4001164.604
2193,317406.9849,4001085.453
2194,321156.3393,4001007.911
2195,324905.6647,4000931.981
2196,328654.9617,4000857.66
2197,332404.2309,4000784.95
2198,336153.4729,4000713.849
2199,339902.6883,4000644.359
2200,343651.8777,4000576.479
2201,347401.0417,4000510.208
2202,351150.1809,4000445.547
2203,354899.296,4000382.495
2204,358648.3875,4000321.053
2205,362397.4561,4000261.221
2206,366146.5023,4000202.997
2207,369895.5267,4000146.383
2208,373644.5301,4000091.378
2209,377393.5129,4000037.982
2210,381142.4758,3999986.194
2211,384891.4194,3999936.016
2212,388640.3443,3999887.446
2213,392389.2511,3999840.485
2214,396138.1404,3999795.133
2215,399887.0129,3999751.389
2216,403635.8691,3999709.253
2217,407384.7096,3999668.726
2218,411133.5351,3999629.808
2219,414882.3462,3999592.497
2220,418631.1434,3999556.795
2221,422379.9274,3999522.701
2222,426128.6988,3999490.215
2223,429877.4582,3999459.337
2224,433626.2062,3999430.067
2225,437374.9434,3999402.405
2226,441123.6705,3999376.351
2227,444872.388,3999351.905
2228,448621.0965,3999329.067
2229,452369.7966,3999307.836
2230,456118.4891,3999288.214
2231,459867.1744,3999270.199
2232,463615.8532,3999253.792
2233,467364.526,3999238.992
2234,471113.1936,3999225.8
2235,474861.8564,3999214.216
2236,478610.5152,3999204.24
2237,482359.1705,3999195.871
2238,486107.823,3999189.109
2239,489856.4731,3999183.955
2240,493605.1217,3999180.409
2241,497353.7692,3999178.471
2242,501102.4162,3999178.14
2243,504851.0635,3999179.416
2244,508599.7115,3999182.3
2245,257541.3106,4007168.182
2246,261289.2227,4007064.808
2247,265037.0964,4006963.047
2248,268784.9321,4006862.9
2249,272532.7305,4006764.365
2250,276280.4922,4006667.444
2251,280028.2178,4006572.135
2252,283775.9078,4006478.439
2253,287523.5629,4006386.356
2254,291271.1838,4006295.885
2255,295018.7709,4006207.026
2256,298766.3249,4006119.779
2257,302513.8464,4006034.144
2258,306261.336,4005950.121
2259,310008.7943,4005867.709
2260,313756.2219,4005786.909
2261,317503.6194,4005707.721
2262,321250.9875,4005630.143
2263,324998.3267,4005554.177
2264,328745.6376,4005479.822
2265,332492.9208,4005407.078
2266,336240.1769,4005335.945
2267,339987.4066,4005266.422
2268,343734.6104,4005198.51
2269,347481.789,4005132.208
2270,351228.9429,4005067.517
2271,354976.0728,4005004.436
2272,358723.1792,4004942.966
2273,362470.2628,4004883.105
2274,366217.3242,4004824.854
2275,369964.3639,4004768.214
2276,373711.3826,4004713.183
2277,377458.3809,4004659.762
2278,381205.3594,4004607.951
2279,384952.3187,4004557.749
2280,388699.2593,4004509.156
2281,392446.182,4004462.173
2282,396193.0873,4004416.8
2283,399939.9758,4004373.036
2284,403686.8481,4004330.881
2285,407433.7049,4004290.335
2286,411180.5466,4004251.398
2287,414927.374,4004214.07
2288,418674.1877,4004178.351
2289,422420.9882,4004144.241
2290,426167.7761,4004111.74
2291,429914.5521,4004080.848
2292,433661.3168,4004051.564
2293,437408.0707,4004023.89
2294,441154.8145,4003997.823
2295,444901.5488,4003973.366
2296,448648.2742,4003950.517
2297,452394.9913,4003929.277
2298,456141.7007,4003909.645
2299,459888.403,4003891.622
2300,463635.0987,4003875.207
2301,467381.7887,4003860.4
2302,471128.4733,4003847.202
2303,474875.1532,4003835.613
2304,478621.8291,4003825.631
2305,482368.5016,4003817.259
2306,486115.1712,4003810.494
2307,489861.8385,4003805.338
2308,493608.5042,4003801.79
2309,497355.1689,4003799.851
2310,501101.8331,4003799.519
2311,504848.4975,4003800.797
2312,508595.1627,4003803.682
2313,257669.8786,4011791.154
2314,261415.7996,4011687.732
2315,265161.6823,4011585.924
2316,268907.5273,4011485.73
2317,272653.3351,4011387.151
2318,276399.1064,4011290.184
2319,280144.8417,4011194.832
2320,283890.5417,4011101.092
2321,287636.207,4011008.966
2322,291381.8382,4010918.453
2323,295127.4358,4010829.553
2324,298873.0004,4010742.266
2325,302618.5328,4010656.591
2326,306364.0334,4010572.529
2327,310109.5028,4010490.079
2328,313854.9418,4010409.242
2329,317600.3508,4010330.017
2330,321345.7304,4010252.404
2331,325091.0813,4010176.402
2332,328836.4041,4010102.013
2333,332581.6994,4010029.235
2334,336326.9677,4009958.069
2335,340072.2097,4009888.514
2336,343817.426,4009820.57
2337,347562.6171,4009754.238
2338,351307.7838,4009689.517
2339,355052.9265,4009626.407
2340,358798.0458,4009564.908
2341,362543.1425,4009505.019
2342,366288.217,4009446.742
2343,370033.27,4009390.075
2344,373778.3021,4009335.019
2345,377523.3139,4009281.573
2346,381268.306,4009229.737
2347,385013.2789,4009179.512
2348,388758.2334,4009130.897
2349,392503.17,4009083.893
2350,396248.0892,4009038.498
2351,399992.9918,4008994.714
2352,403737.8782,4008952.539
2353,407482.7492,4008911.974
2354,411227.6052,4008873.019
2355,414972.447,4008835.674
2356,418717.2751,4008799.939
2357,422462.09,4008765.813
2358,426206.8926,4008733.297
2359,429951.6832,4008702.39
2360,433696.4625,4008673.093
2361,437441.2312,4008645.406
2362,441185.9898,4008619.327
2363,444930.7389,4008594.859
2364,448675.4792,4008571.999
2365,452420.2112,4008550.749
2366,456164.9355,4008531.108
2367,459909.6528,4008513.076
2368,463654.3636,4008496.654
2369,467399.0686,4008481.841
2370,471143.7683,4008468.636
2371,474888.4634,4008457.041
2372,478633.1544,4008447.056
2373,482377.842,4008438.679
2374,486122.5267,4008431.911
2375,489867.2092,4008426.753
2376,493611.8901,4008423.203
2377,497356.57,4008421.263
2378,501101.2494,4008420.931
2379,504845.929,4008422.209
2380,508590.6094,4008425.096
2381,257798.575,4016414.151
2382,261542.5029,4016310.681
2383,265286.3927,4016208.827
2384,269030.2449,4016108.587
2385,272774.0601,4016009.962
2386,276517.839,4015912.951
2387,280261.5822,4015817.554
2388,284005.2902,4015723.772
2389,287748.9636,4015631.603
2390,291492.6031,4015541.048
2391,295236.2092,4015452.107
2392,298979.7826,4015364.78
2393,302723.3238,4015279.066
2394,306466.8334,4015194.965
2395,310210.312,4015112.478
2396,313953.7603,4015031.603
2397,317697.1787,4014952.341
2398,321440.568,4014874.692
2399,325183.9287,4014798.656
2400,328927.2614,4014724.232
2401,332670.5667,4014651.421
2402,336413.8453,4014580.222
2403,340157.0976,4014510.635
2404,343900.3243,4014442.66
2405,347643.5261,4014376.297
2406,351386.7034,4014311.546
2407,355129.8569,4014248.407
2408,358872.9873,4014186.88
2409,362616.095,4014126.964
2410,366359.1807,4014068.659
2411,370102.245,4014011.966
2412,373845.2885,4013956.884
2413,377588.3118,4013903.414
2414,381331.3155,4013851.555
2415,385074.3002,4013801.306
2416,388817.2664,4013752.669
2417,392560.2149,4013705.643
2418,396303.1461,4013660.227
2419,400046.0607,4013616.422
2420,403788.9593,4013574.228
2421,407531.8425,4013533.645
2422,411274.7109,4013494.672
2423,415017.565,4013457.31
2424,418760.4055,4013421.558
2425,422503.233,4013387.416
2426,426246.0481,4013354.885
2427,429988.8514,4013323.964
2428,433731.6434,4013294.654
2429,437474.4248,4013266.953
2430,441217.1962,4013240.863
2431,444959.9582,4013216.383
2432,448702.7114,4013193.513
2433,452445.4563,4013172.253
2434,456188.1936,4013152.603
2435,459930.9239,4013134.563
2436,463673.6478,4013118.133
2437,467416.3658,4013103.313
2438,471159.0786,4013090.103
2439,474901.7868,4013078.502
2440,478644.491,4013068.512
2441,482387.1917,4013060.131
2442,486129.8897,4013053.361
2443,489872.5854,4013048.2
2444,493615.2794,4013044.648
2445,497357.9725,4013042.707
2446,501100.6651,4013042.376
2447,504843.3579,4013043.654
2448,508586.0515,4013046.542
2449,257927.3998,4021037.173
2450,261669.3326,4020933.656
2451,265411.2274,4020831.755
2452,269153.0849,4020731.469
2453,272894.9056,4020632.799
2454,276636.6901,4020535.743
2455,280378.4391,4020440.303
2456,284120.1531,4020346.478
2457,287861.8327,4020254.267
2458,291603.4786,4020163.671
2459,295345.0912,4020074.689
2460,299086.6713,4019987.322
2461,302828.2193,4019901.568
2462,306569.736,4019817.429
2463,310311.2218,4019734.904
2464,314052.6774,4019653.992
2465,317794.1033,4019574.694
2466,321535.5003,4019497.009
2467,325276.8688,4019420.938
2468,329018.2094,4019346.48
2469,332759.5228,4019273.635
2470,336500.8095,4019202.404
2471,340242.0702,4019132.785
2472,343983.3054,4019064.779
2473,347724.5158,4018998.386
2474,351465.7018,4018933.605
2475,355206.8642,4018870.437
2476,358948.0035,4018808.881
2477,362689.1204,4018748.938
2478,366430.2153,4018690.607
2479,370171.2889,4018633.888
2480,373912.3418,4018578.781
2481,377653.3746,4018525.286
2482,381394.388,4018473.403
2483,385135.3823,4018423.131
2484,388876.3584,4018374.472
2485,392617.3168,4018327.424
2486,396358.258,4018281.987
2487,400099.1827,4018238.162
2488,403840.0914,4018195.949
2489,407580.9849,4018155.347
2490,411321.8635,4018116.356
2491,415062.7281,4018078.977
2492,418803.5791,4018043.208
2493,422544.4171,4018009.051
2494,426285.2428,4017976.505
2495,430026.0567,4017945.57
2496,433766.8594,4017916.246
2497,437507.6516,4017888.533
2498,441248.4338,4017862.431
2499,444989.2067,4017837.939
2500,448729.9707,4017815.059
2501,452470.7266,4017793.789
2502,456211.4749,4017774.13
2503,459952.2162,4017756.082
2504,463692.9512,4017739.644
2505,467433.6803,4017724.817
2506,471174.4042,4017711.601
2507,474915.1236,4017699.995
2508,478655.8389,4017690
2509,482396.5508,4017681.616
2510,486137.2599,4017674.842
2511,489877.9668,4017669.679
2512,493618.6721,4017666.126
2513,497359.3764,4017664.184
2514,501100.0803,4017663.852
2515,504840.7843,4017665.131
2516,508581.4891,4017668.021
2517,258056.3529,4025660.22
2518,261796.2885,4025556.656
2519,265536.1864,4025454.708
2520,269276.0472,4025354.377
2521,273015.8714,4025255.662
2522,276755.6596,4025158.562
2523,280495.4124,4025063.078
2524,284235.1305,4024969.21
2525,287974.8143,4024876.958
2526,291714.4645,4024786.32
2527,295454.0817,4024697.298
2528,299193.6665,4024609.891
2529,302933.2194,4024524.098
2530,306672.7411,4024439.92
2531,310412.2321,4024357.357
2532,314151.693,4024276.409
2533,317891.1245,4024197.075
2534,321630.5271,4024119.355
2535,325369.9014,4024043.249
2536,329109.248,4023968.757
2537,332848.5675,4023895.879
2538,336587.8605,4023824.615
2539,340327.1275,4023754.964
2540,344066.3692,4023686.927
2541,347805.5862,4023620.504
2542,351544.779,4023555.694
2543,355283.9483,4023492.497
2544,359023.0946,4023430.913
2545,362762.2185,4023370.942
2546,366501.3206,4023312.584
2547,370240.4016,4023255.839
2548,373979.462,4023200.707
2549,377718.5023,4023147.188
2550,381457.5233,4023095.281
2551,385196.5254,4023044.987
2552,388935.5093,4022996.305
2553,392674.4756,4022949.236
2554,396413.4248,4022903.778
2555,400152.3576,4022859.934
2556,403891.2746,4022817.701
2557,407630.1762,4022777.08
2558,411369.0632,4022738.072
2559,415107.9362,4022700.675
2560,418846.7956,4022664.891
2561,422585.6422,4022630.718
2562,426324.4765,4022598.157
2563,430063.2991,4022567.208
2564,433802.1106,4022537.87
2565,437540.9115,4022510.144
2566,441279.7026,4022484.03
2567,445018.4843,4022459.528
2568,448757.2573,4022436.637
2569,452496.0221,4022415.357
2570,456234.7795,4022395.689
2571,459973.5298,4022377.633
2572,463712.2738,4022361.188
2573,467451.0121,4022346.354
2574,471189.7451,4022333.132
2575,474928.4736,4022321.521
2576,478667.1981,4022311.521
2577,482405.9192,4022303.133
2578,486144.6376,4022296.356
2579,489883.3537,4022291.19
2580,493622.0682,4022287.636
2581,497360.7817,4022285.693
2582,501099.4948,4022285.361
2583,504838.2081,4022286.64
2584,508576.9221,4022289.531
2585,258185.4341,4030283.292
2586,261923.3707,4030179.681
2587,265661.2697,4030077.688
2588,269399.1318,4029977.311
2589,273136.9575,4029878.551
2590,276874.7474,4029781.407
2591,280612.5021,4029685.88
2592,284350.2221,4029591.97
2593,288087.9082,4029499.675
2594,291825.5608,4029408.996
2595,295563.1806,4029319.934
2596,299300.7681,4029232.487
2597,303038.3239,4029146.656
2598,306775.8486,4029062.44
2599,310513.3429,4028979.839
2600,314250.8072,4028898.854
2601,317988.2422,4028819.484
2602,321725.6485,4028741.729
2603,325463.0266,4028665.588
2604,329200.3772,4028591.062
2605,332937.7008,4028518.151
2606,336674.998,4028446.855
2607,340412.2695,4028377.173
2608,344149.5157,4028309.105
2609,347886.7373,4028242.651
2610,351623.9349,4028177.812
2611,355361.109,4028114.586
2612,359098.2603,4028052.974
2613,362835.3894,4027992.976
2614,366572.4968,4027934.592
2615,370309.5831,4027877.821
2616,374046.6489,4027822.664
2617,377783.6948,4027769.12
2618,381520.7214,4027717.19
2619,385257.7293,4027666.873
2620,388994.7191,4027618.169
2621,392731.6913,4027571.078
2622,396468.6466,4027525.6
2623,400205.5855,4027481.736
2624,403942.5086,4027439.484
2625,407679.4166,4027398.845
2626,411416.3099,4027359.818
2627,415153.1893,4027322.405
2628,418890.0553,4027286.604
2629,422626.9084,4027252.416
2630,426363.7493,4027219.84
2631,430100.5786,4027188.877
2632,433837.3968,4027159.526
2633,437574.2046,4027131.788
2634,441311.0025,4027105.662
2635,445047.7911,4027081.148
2636,448784.571,4027058.247
2637,452521.3429,4027036.957
2638,456258.1072,4027017.281
2639,459994.8646,4026999.216
2640,463731.6157,4026982.763
2641,467468.3611,4026967.923
2642,471205.1013,4026954.694
2643,474941.837,4026943.078
2644,478678.5687,4026933.074
2645,482415.297,4026924.682
2646,486152.0225,4026917.902
2647,489888.7459,4026912.734
2648,493625.4677,4026909.178
2649,497362.1884,4026907.234
2650,501098.9088,4026906.902
2651,504835.6293,4026908.182
2652,508572.3506,4026911.074
2653,258314.6436,4034906.39
2654,262050.5791,4034802.732
2655,265786.4772,4034700.692
2656,269522.3386,4034600.27
2657,273258.1638,4034501.466
2658,276993.9534,4034404.279
2659,280729.708,4034308.708
2660,284465.4281,4034214.755
2661,288201.1144,4034122.419
2662,291936.7674,4034031.7
2663,295672.3878,4033942.597
2664,299407.9761,4033855.111
2665,303143.5328,4033769.241
2666,306879.0586,4033684.987
2667,310614.5541,4033602.349
2668,314350.0199,4033521.327
2669,318085.4564,4033441.921
2670,321820.8644,4033364.131
2671,325556.2444,4033287.956
2672,329291.5969,4033213.397
2673,333026.9227,4033140.453
2674,336762.2222,4033069.124
2675,340497.496,4032999.41
2676,344232.7448,4032931.312
2677,347967.969,4032864.828
2678,351703.1694,4032799.959
2679,355438.3465,4032736.705
2680,359173.5008,4032675.066
2681,362908.633,4032615.04
2682,366643.7437,4032556.63
2683,370378.8333,4032499.834
2684,374113.9026,4032444.651
2685,377848.9521,4032391.084
2686,381583.9824,4032339.13
2687,385318.9941,4032288.79
2688,389053.9877,4032240.064
2689,392788.9639,4032192.952
2690,396523.9232,4032147.454
2691,400258.8662,4032103.569
2692,403993.7936,4032061.298
2693,407728.7059,4032020.641
2694,411463.6036,4031981.597
2695,415198.4874,4031944.166
2696,418933.3579,4031908.349
2697,422668.2156,4031874.145
2698,426403.0612,4031841.555
2699,430137.8951,4031810.578
2700,433872.7181,4031781.214
2701,437607.5307,4031753.463
2702,441342.3335,4031727.325
2703,445077.127,4031702.8
2704,448811.9119,4031679.888
2705,452546.6888,4031658.59
2706,456281.4581,4031638.904
2707,460016.2206,4031620.831
2708,463750.9768,4031604.371
2709,467485.7273,4031589.524
2710,471220.4727,4031576.289
2711,474955.2136,4031564.668
2712,478689.9505,4031554.659
2713,482424.6841,4031546.263
2714,486159.4149,4031539.48
2715,489894.1435,4031534.31
2716,493628.8705,4031530.752
2717,497363.5965,4031528.808
2718,501098.3222,4031528.475
2719,504833.0479,4031529.756
2720,508567.7745,4031532.65
2721,258443.981,4039529.512
2722,262177.9135,4039425.808
2723,265911.8088,4039323.723
2724,269645.6675,4039223.256
2725,273379.4903,4039124.407
2726,277113.2776,4039027.176
2727,280847.0301,4038931.563
2728,284580.7483,4038837.568
2729,288314.4329,4038745.19
2730,292048.0844,4038654.43
2731,295781.7033,4038565.287
2732,299515.2904,4038477.762
2733,303248.8461,4038391.853
2734,306982.371,4038307.562
2735,310715.8657,4038224.887
2736,314449.3309,4038143.828
2737,318182.767,4038064.387
2738,321916.1747,4037986.562
2739,325649.5546,4037910.353
2740,329382.9072,4037835.76
2741,333116.233,4037762.783
2742,336849.5328,4037691.422
2743,340582.8071,4037621.677
2744,344316.0564,4037553.548
2745,348049.2814,4037487.035
2746,351782.4826,4037422.137
2747,355515.6606,4037358.854
2748,359248.8159,4037297.187
2749,362981.9493,4037237.135
2750,366715.0612,4037178.698
2751,370448.1523,4037121.876
2752,374181.2231,4037066.669
2753,377914.2742,4037013.077
2754,381647.3062,4036961.1
2755,385380.3196,4036910.737
2756,389113.3151,4036861.99
2757,392846.2933,4036814.856
2758,396579.2547,4036769.338
2759,400312.1999,4036725.433
2760,404045.1295,4036683.143
2761,407778.0441,4036642.468
2762,411510.9442,4036603.406
2763,415243.8305,4036565.959
2764,418976.7035,4036530.126
2765,422709.5638,4036495.907
2766,426442.412,4036463.301
2767,430175.2487,4036432.31
2768,433908.0745,4036402.933
2769,437640.8899,4036375.17
2770,441373.6956,4036349.02
2771,445106.4921,4036324.484
2772,448839.2799,4036301.562
2773,452572.0598,4036280.254
2774,456304.8322,4036260.559
2775,460037.5978,4036242.478
2776,463770.3572,4036226.011
2777,467503.1108,4036211.157
2778,471235.8594,4036197.917
2779,474968.6035,4036186.29
2780,478701.3436,4036176.277
2781,482434.0805,4036167.877
2782,486166.8145,4036161.091
2783,489899.5464,4036155.918
2784,493632.2767,4036152.359
2785,497365.0061,4036150.413
2786,501097.735,4036150.081
2787,504830.464,4036151.362
2788,508563.1939,4036154.257
2789,258573.4465,4044152.66
2790,262305.374,4044048.91
2791,266037.2645,4043946.779
2792,269769.1186,4043846.267
2793,273500.9369,4043747.374
2794,277232.7199,4043650.1
2795,280964.4683,4043554.444
2796,284696.1827,4043460.407
2797,288427.8635,4043367.988
2798,292159.5115,4043277.188
2799,295891.1271,4043188.005
2800,299622.7109,4043100.44
2801,303354.2636,4043014.493
2802,307085.7856,4042930.164
2803,310817.2777,4042847.452
2804,314548.7403,4042766.358
2805,318280.174,4042686.881
2806,322011.5795,4042609.021
2807,325742.9572,4042532.778
2808,329474.3078,4042458.152
2809,333205.6319,4042385.142
2810,336936.93,4042313.75
2811,340668.2027,4042243.974
2812,344399.4506,4042175.814
2813,348130.6743,4042109.271
2814,351861.8743,4042044.344
2815,355593.0512,4041981.033
2816,359324.2057,4041919.338
2817,363055.3382,4041859.259
2818,366786.4495,4041800.796
2819,370517.5399,4041743.949
2820,374248.6102,4041688.717
2821,377979.661,4041635.101
2822,381710.6927,4041583.101
2823,385441.7059,4041532.716
2824,389172.7014,4041483.946
2825,392903.6795,4041436.792
2826,396634.641,4041391.253
2827,400365.5864,4041347.329
2828,404096.5163,4041305.02
2829,407827.4312,4041264.326
2830,411558.3317,4041225.247
2831,415289.2185,4041187.783
2832,419020.092,4041151.934
2833,422750.953,4041117.699
2834,426481.8019,4041085.08
2835,430212.6394,4041054.075
2836,433943.4659,4041024.684
2837,437674.2822,4040996.908
2838,441405.0888,4040970.747
2839,445135.8862,4040946.2
2840,448866.6751,4040923.268
2841,452597.456,4040901.95
2842,456328.2295,4040882.247
2843,460058.9962,4040864.158
2844,463789.7567,4040847.683
2845,467520.5116,4040832.822
2846,471251.2614,4040819.576
2847,474982.0067,4040807.944
2848,478712.7481,4040797.927
2849,482443.4862,4040789.523
2850,486174.2215,4040782.734
2851,489904.9547,4040777.559
2852,493635.6863,4040773.998
2853,497366.417,4040772.052
2854,501097.1472,4040771.719
2855,504827.8776,4040773.001
2856,508558.6087,4040775.897
2857,258703.04,4048775.833
2858,262432.9604,4048672.037
2859,266162.8441,4048569.861
2860,269892.6916,4048469.304
2861,273622.5035,4048370.367
2862,277352.2803,4048273.05
2863,281082.0227,4048177.352
2864,284811.7312,4048083.273
2865,288541.4063,4047990.813
2866,292271.0488,4047899.972
2867,296000.659,4047810.75
2868,299730.2377,4047723.146
2869,303459.7854,4047637.161
2870,307189.3026,4047552.795
2871,310918.7899,4047470.046
2872,314648.248,4047388.916
2873,318377.6773,4047309.403
2874,322107.0785,4047231.508
2875,325836.4522,4047155.232
2876,329565.7989,4047080.572
2877,333295.1191,4047007.531
2878,337024.4136,4046936.106
2879,340753.6828,4046866.299
